index,card_name,recency,frequency,monetary_value,r_quartile,f_quartile,m_quartile,RFM_score,customer_segment
11059,Gabriela Rivera,307,9,4343.7300000000005,4,4,4,444,Premium Customer
11060,Gabriela Welch,291,10,3562.1400000000003,4,4,3,443,Premium Customer
11061,Gabriela Williams,274,8,3789.17,3,3,3,333,Premium Customer
11071,Gabriella Roberts,160,12,6985.259999999998,3,4,4,344,Premium Customer
11083,Gabrielle Reed,558,8,3329.79,4,3,3,433,Premium Customer
11086,Gabrielle Stevenson,736,8,3329.97,4,3,3,433,Premium Customer
11087,Gabrielle Thompson,379,9,4066.52,4,4,4,444,Premium Customer
11093,Gail Durham,246,9,3819.16,3,4,3,343,Premium Customer
11096,Gail Meyers,171,9,4460.799999999999,3,4,4,344,Premium Customer
11099,Gail Patterson,303,8,3743.29,4,3,3,433,Premium Customer
11106,Garrett Adams,285,8,4446.46,4,3,4,434,Premium Customer
11120,Garrett Michael,255,8,4295.22,3,3,4,334,Premium Customer
11121,Garrett Owens,152,12,7990.1100000000015,3,4,4,344,Premium Customer
11151,Gary Day,232,9,3586.11,3,4,3,343,Premium Customer
11165,Gary Hines,147,9,2985.3100000000004,3,4,3,343,Premium Customer
11169,Gary Jacobs,173,9,3265.93,3,4,3,343,Premium Customer
11177,Gary Lopez,173,11,3321.5599999999995,3,4,3,343,Premium Customer
11198,Gary Smith,442,8,3392.4799999999996,4,3,3,433,Premium Customer
11202,Gary Stewart,170,8,3601.3,3,3,3,333,Premium Customer
11211,Gary Wilcox,183,11,4762.47,3,4,4,344,Premium Customer
11212,Gary Williams,372,8,4187.349999999999,4,3,4,434,Premium Customer
11220,Gavin Young,148,8,4871.2300000000005,3,3,4,334,Premium Customer
11222,Gene Ferguson,698,8,5388.3099999999995,4,3,4,434,Premium Customer
11232,Geoffrey Porter,172,8,3665.7,3,3,3,333,Premium Customer
11235,George Ayala,297,8,3605.5699999999997,4,3,3,433,Premium Customer
11242,George Byrd,383,10,5159.81,4,4,4,444,Premium Customer
11245,George Castaneda,636,8,4514.450000000001,4,3,4,434,Premium Customer
11246,George Castillo,193,12,4150.12,3,4,4,344,Premium Customer
11257,George Garner,183,9,4435.389999999999,3,4,4,344,Premium Customer
11272,George Knight,211,8,4396.18,3,3,4,334,Premium Customer
11273,George Lane,246,8,4172.99,3,3,4,334,Premium Customer
11274,George Lang,191,10,4613.51,3,4,4,344,Premium Customer
11328,Gerald Rodriguez,164,10,6597.010000000001,3,4,4,344,Premium Customer
11335,Gilbert Faulkner,311,8,3890.84,4,3,3,433,Premium Customer
11345,Gina Cook,187,9,4913.25,3,4,4,344,Premium Customer
11347,Gina Cox,181,11,3878.0499999999997,3,4,3,343,Premium Customer
11353,Gina Green,178,9,3906.94,3,4,3,343,Premium Customer
11354,Gina Hawkins,258,10,5840.329999999999,3,4,4,344,Premium Customer
11368,Gina Mccoy,196,9,3051.6099999999997,3,4,3,343,Premium Customer
11380,Gina Rivera,154,11,5202.96,3,4,4,344,Premium Customer
11383,Gina Stephens,212,10,4603.13,3,4,4,344,Premium Customer
11395,Glenda Neal,299,8,3524.2599999999998,4,3,3,433,Premium Customer
11396,Glenda Simon,305,10,4530.98,4,4,4,444,Premium Customer
11398,Glenn Beck,144,8,3191.2,3,3,3,333,Premium Customer
11406,Glenn Malone,619,8,3195.12,4,3,3,433,Premium Customer
11423,Gloria Moran,307,8,3845.63,4,3,3,433,Premium Customer
11427,Gloria Valdez,330,8,4311.99,4,3,4,434,Premium Customer
11428,Gordon Burnett,226,9,4179.759999999999,3,4,4,344,Premium Customer
11452,Grant Pope,272,10,6323.79,3,4,4,344,Premium Customer
11478,Gregory Barrera,238,10,3668.1099999999997,3,4,3,343,Premium Customer
11481,Gregory Blair,250,10,5240.0,3,4,4,344,Premium Customer
11504,Gregory Flores,188,10,3710.12,3,4,3,343,Premium Customer
11508,Gregory Gomez,172,12,7036.65,3,4,4,344,Premium Customer
11510,Gregory Gonzalez,267,8,3908.19,3,3,3,333,Premium Customer
11520,Gregory Hill,303,8,4217.349999999999,4,3,4,434,Premium Customer
11521,Gregory Horton,309,8,4989.6,4,3,4,434,Premium Customer
11535,Gregory Lewis,162,8,4701.17,3,3,4,334,Premium Customer
11549,Gregory Moran,270,8,3007.8900000000003,3,3,3,333,Premium Customer
11552,Gregory Myers,282,9,3905.48,4,4,3,443,Premium Customer
11560,Gregory Peterson,278,10,4839.9400000000005,4,4,4,444,Premium Customer
11565,Gregory Reed,154,12,5069.169999999999,3,4,4,344,Premium Customer
11575,Gregory Spence,144,8,4395.59,3,3,4,334,Premium Customer
11580,Gregory Torres,375,9,4030.1200000000003,4,4,4,444,Premium Customer
11594,Guy Cox,165,9,3375.2799999999997,3,4,3,343,Premium Customer
11605,Gwendolyn Mayo,208,10,3465.75,3,4,3,343,Premium Customer
11607,Gwendolyn Nelson,339,9,4038.3199999999997,4,4,4,444,Premium Customer
11622,Haley Brown,206,9,4469.59,3,4,4,344,Premium Customer
11630,Haley Matthews,188,10,6360.9800000000005,3,4,4,344,Premium Customer
11641,Haley Santos,313,8,5441.31,4,3,4,434,Premium Customer
11648,Hannah Bentley,149,12,4341.29,3,4,4,344,Premium Customer
11649,Hannah Blake,318,8,4910.219999999999,4,3,4,434,Premium Customer
11658,Hannah Edwards,639,9,4864.77,4,4,4,444,Premium Customer
11665,Hannah Gillespie,360,8,3139.45,4,3,3,433,Premium Customer
11678,Hannah Lane,199,11,3898.86,3,4,3,343,Premium Customer
11680,Hannah Martinez,332,9,3470.83,4,4,3,443,Premium Customer
11682,Hannah Mccormick,519,8,3628.17,4,3,3,433,Premium Customer
11698,Hannah Sanchez,180,8,3537.95,3,3,3,333,Premium Customer
11706,Hannah Torres,218,8,3595.57,3,3,3,333,Premium Customer
11713,Harold Adams,169,10,4824.49,3,4,4,344,Premium Customer
11722,Harold Salas,336,8,5641.87,4,3,4,434,Premium Customer
11728,Harold Wiley,305,10,5528.7300000000005,4,4,4,444,Premium Customer
11757,Heather Anderson,150,10,5340.53,3,4,4,344,Premium Customer
11766,Heather Bond,203,9,5106.410000000001,3,4,4,344,Premium Customer
11790,Heather Franklin,189,8,3245.29,3,3,3,333,Premium Customer
11792,Heather Frey,350,10,3364.42,4,4,3,443,Premium Customer
11820,Heather Kennedy,455,8,3028.43,4,3,3,433,Premium Customer
11832,Heather Martinez,248,10,6291.290000000001,3,4,4,344,Premium Customer
11853,Heather Morris,262,9,5399.459999999999,3,4,4,344,Premium Customer
11863,Heather Parker,226,8,4137.639999999999,3,3,4,334,Premium Customer
11868,Heather Perry,145,12,3613.6600000000003,3,4,3,343,Premium Customer
11870,Heather Pittman,152,10,3633.980000000001,3,4,3,343,Premium Customer
11874,Heather Reynolds,664,12,4343.620000000001,4,4,4,444,Premium Customer
11878,Heather Robertson MD,198,11,5011.45,3,4,4,344,Premium Customer
11880,Heather Rodriguez,239,8,5417.360000000001,3,3,4,334,Premium Customer
11893,Heather Spence,389,10,5034.52,4,4,4,444,Premium Customer
11904,Heather Walker,278,10,4009.83,4,4,4,444,Premium Customer
11937,Heidi Barber,464,9,5073.47,4,4,4,444,Premium Customer
11940,Heidi Burns,172,8,5013.26,3,3,4,334,Premium Customer
11952,Heidi Hill,275,8,4214.05,3,3,4,334,Premium Customer
11958,Heidi Jenkins,251,12,5617.16,3,4,4,344,Premium Customer
11959,Heidi Jones,362,8,4547.05,4,3,4,434,Premium Customer
11969,Heidi Michael,213,10,5016.919999999999,3,4,4,344,Premium Customer
11972,Heidi Perez,328,8,5885.460000000001,4,3,4,434,Premium Customer
11984,Heidi Turner,252,10,4912.780000000001,3,4,4,344,Premium Customer
11988,Helen Bryant,463,9,4464.179999999999,4,4,4,444,Premium Customer
12012,Henry Hamilton,144,8,3671.76,3,3,3,333,Premium Customer
12013,Henry Huang,350,9,3901.26,4,4,3,443,Premium Customer
12023,Henry Reyes,182,9,4307.62,3,4,4,344,Premium Customer
12027,Henry Thomas,229,8,3413.41,3,3,3,333,Premium Customer
12033,Herbert Smith,231,9,3462.48,3,4,3,343,Premium Customer
12040,Holly Cantu,221,9,3512.5299999999997,3,4,3,343,Premium Customer
12050,Holly Glenn,162,10,4007.07,3,4,4,344,Premium Customer
12054,Holly Hudson,291,8,3986.7099999999996,4,3,4,434,Premium Customer
12055,Holly Huerta,322,8,5343.29,4,3,4,434,Premium Customer
12060,Holly Kim,329,8,4014.35,4,3,4,434,Premium Customer
12077,Holly Simmons,483,8,5011.45,4,3,4,434,Premium Customer
12079,Holly Steele,271,11,4066.6800000000003,3,4,4,344,Premium Customer
12106,Hunter Lewis,608,8,3466.83,4,3,3,433,Premium Customer
12107,Hunter Marsh,427,8,3441.2299999999996,4,3,3,433,Premium Customer
12117,Ian Aguirre,544,8,3466.04,4,3,3,433,Premium Customer
12128,Ian Johnson,219,12,5384.66,3,4,4,344,Premium Customer
12132,Ian Novak,305,8,5197.51,4,3,4,434,Premium Customer
12135,Ian Palmer,210,9,3094.5,3,4,3,343,Premium Customer
12137,Ian Roach,633,9,4097.62,4,4,4,444,Premium Customer
12166,Isabel Kaiser,225,9,3214.7,3,4,3,343,Premium Customer
12175,Isabella Nunez,186,8,3811.5899999999997,3,3,3,333,Premium Customer
12176,Isabella Price,196,8,4749.58,3,3,4,334,Premium Customer
12188,Isaiah Vargas,230,8,3285.2799999999997,3,3,3,333,Premium Customer
12189,Ivan Christensen,156,11,4280.2,3,4,4,344,Premium Customer
12207,Jack Garcia,228,9,5123.310000000001,3,4,4,344,Premium Customer
12208,Jack Gill,151,12,6194.68,3,4,4,344,Premium Customer
12220,Jack Roth,349,10,3739.0400000000004,4,4,3,443,Premium Customer
12232,Jackie Callahan,236,9,4382.0599999999995,3,4,4,344,Premium Customer
12240,Jackson King,243,10,4403.64,3,4,4,344,Premium Customer
12251,Jaclyn Warner,146,9,5326.32,3,4,4,344,Premium Customer
12260,Jacob Bell,363,8,3141.17,4,3,3,433,Premium Customer
12262,Jacob Black,164,8,3586.69,3,3,3,333,Premium Customer
12269,Jacob Carroll,199,8,3745.01,3,3,3,333,Premium Customer
12278,Jacob Daniel,195,9,4943.3099999999995,3,4,4,344,Premium Customer
12286,Jacob Foster,461,8,4493.360000000001,4,3,4,434,Premium Customer
12298,Jacob Hughes,222,8,4596.870000000001,3,3,4,334,Premium Customer
12309,Jacob Larson,171,10,3178.3900000000003,3,4,3,343,Premium Customer
12311,Jacob Martin,269,10,5293.179999999999,3,4,4,344,Premium Customer
12327,Jacob Nguyen,277,9,3180.12,3,4,3,343,Premium Customer
12350,Jacob Soto,159,8,3335.9399999999996,3,3,3,333,Premium Customer
12357,Jacob Torres,167,9,3875.2500000000005,3,4,3,343,Premium Customer
12362,Jacob Warren,162,8,3550.8100000000004,3,3,3,333,Premium Customer
12374,Jacqueline Becker,731,8,3613.3999999999996,4,3,3,433,Premium Customer
12385,Jacqueline Chan,144,10,4604.79,3,4,4,344,Premium Customer
12388,Jacqueline Cuevas,147,8,5170.48,3,3,4,334,Premium Customer
12389,Jacqueline Dunn,470,8,3383.5899999999997,4,3,3,433,Premium Customer
12390,Jacqueline Edwards,528,10,4227.57,4,4,4,444,Premium Customer
12404,Jacqueline Hodge,419,9,5545.049999999999,4,4,4,444,Premium Customer
12418,Jacqueline Mckay,359,8,3200.2,4,3,3,433,Premium Customer
12423,Jacqueline Mueller,577,8,3261.2,4,3,3,433,Premium Customer
12433,Jacqueline Ross,331,8,5925.040000000001,4,3,4,434,Premium Customer
12440,Jacqueline Simmons,149,10,6068.53,3,4,4,344,Premium Customer
12441,Jacqueline Smith,189,9,4213.02,3,4,4,344,Premium Customer
12449,Jacqueline Walsh,190,11,4415.670000000001,3,4,4,344,Premium Customer
12464,Jaime Anderson,145,8,3942.5099999999998,3,3,4,334,Premium Customer
12467,Jaime Brady,291,9,3492.39,4,4,3,443,Premium Customer
12471,Jaime Garza,255,9,4826.599999999999,3,4,4,344,Premium Customer
12472,Jaime Greene,247,11,3655.69,3,4,3,343,Premium Customer
12477,Jaime Long,206,8,3349.88,3,3,3,333,Premium Customer
12481,Jaime Oneal,278,8,3919.9,4,3,4,434,Premium Customer
12482,Jaime Powers,201,8,3507.0400000000004,3,3,3,333,Premium Customer
12484,Jaime Shelton,292,8,3406.75,4,3,3,433,Premium Customer
12486,Jaime Sparks,373,8,4145.74,4,3,4,434,Premium Customer
12497,James Abbott,802,8,4507.99,4,3,4,434,Premium Customer
12504,James Arnold,156,8,3110.1099999999997,3,3,3,333,Premium Customer
12512,James Ball,507,10,4289.679999999999,4,4,4,444,Premium Customer
12518,James Benitez,174,10,3913.17,3,4,4,344,Premium Customer
12558,James Copeland,193,9,4093.7300000000005,3,4,4,344,Premium Customer
12560,James Cox,144,10,4873.98,3,4,4,344,Premium Customer
12562,James Cruz,201,11,3091.97,3,4,3,343,Premium Customer
12572,James Dunn,310,10,3253.95,4,4,3,443,Premium Customer
12578,James Ferguson,175,8,3965.07,3,3,4,334,Premium Customer
12579,James Ferrell,161,8,3945.46,3,3,4,334,Premium Customer
12582,James Fisher,290,9,4827.66,4,4,4,444,Premium Customer
12589,James Fuller,443,9,3220.6600000000003,4,4,3,443,Premium Customer
12602,James Graham,897,8,4039.43,4,3,4,434,Premium Customer
12616,James Hansen,413,8,6119.5599999999995,4,3,4,434,Premium Customer
12620,James Harris,271,10,5780.55,3,4,4,344,Premium Customer
12631,James Henson,184,9,3112.17,3,4,3,343,Premium Customer
12651,James James,152,8,3866.91,3,3,3,333,Premium Customer
12658,James Jordan,240,9,3864.5999999999995,3,4,3,343,Premium Customer
12660,James Kelley,289,11,5361.41,4,4,4,444,Premium Customer
12661,James Kelly,261,10,5611.22,3,4,4,344,Premium Customer
12662,James Kirby,210,9,3911.0299999999993,3,4,4,344,Premium Customer
12666,James Lambert,403,10,4638.740000000001,4,4,4,444,Premium Customer
12668,James Lara,409,8,4544.26,4,3,4,434,Premium Customer
12669,James Larson,538,8,3667.59,4,3,3,433,Premium Customer
12688,James Mccarthy,168,10,5074.76,3,4,4,344,Premium Customer
12702,James Miller,591,8,3319.8499999999995,4,3,3,433,Premium Customer
12704,James Miranda,378,8,5790.11,4,3,4,434,Premium Customer
12707,James Moody,299,8,3813.58,4,3,3,433,Premium Customer
12709,James Morales,303,8,4894.0,4,3,4,434,Premium Customer
12725,James Ochoa,144,10,5315.740000000001,3,4,4,344,Premium Customer
12727,James Olson,216,11,4616.98,3,4,4,344,Premium Customer
12733,James Parker,339,8,3313.0299999999997,4,3,3,433,Premium Customer
12736,James Payne,210,10,4541.25,3,4,4,344,Premium Customer
12746,James Porter,203,10,4646.81,3,4,4,344,Premium Customer
12750,James Ramsey,143,9,4090.24,3,4,4,344,Premium Customer
12775,James Salazar,194,9,3810.9300000000003,3,4,3,343,Premium Customer
12778,James Schmidt,241,8,4344.27,3,3,4,334,Premium Customer
12810,James Valdez,293,8,3654.51,4,3,3,433,Premium Customer
12822,James Walls,450,9,4036.77,4,4,4,444,Premium Customer
12831,James Wells,142,8,3030.5800000000004,3,3,3,333,Premium Customer
12834,James Whitney,164,9,3744.1200000000003,3,4,3,343,Premium Customer
12836,James Willis,369,10,4021.6999999999994,4,4,4,444,Premium Customer
12839,James Wood,351,9,4381.54,4,4,4,444,Premium Customer
12855,Jamie Brown MD,200,8,3387.2400000000002,3,3,3,333,Premium Customer
12856,Jamie Bruce,302,8,3047.5,4,3,3,433,Premium Customer
12857,Jamie Burke,264,10,5167.639999999999,3,4,4,344,Premium Customer
12863,Jamie Cherry,278,10,3697.3399999999997,4,4,3,443,Premium Customer
12872,Jamie Dean,210,8,3895.28,3,3,3,333,Premium Customer
12902,Jamie Lewis,235,10,5263.14,3,4,4,344,Premium Customer
12930,Jamie Trujillo,160,8,4360.32,3,3,4,334,Premium Customer
12931,Jamie Turner,229,8,4341.27,3,3,4,334,Premium Customer
12949,Jane Harris,151,9,3990.41,3,4,4,344,Premium Customer
12957,Jane Stewart,344,8,3689.32,4,3,3,433,Premium Customer
12958,Jane Taylor,273,9,4270.490000000001,3,4,4,344,Premium Customer
12973,Janet Hensley,239,10,6587.1,3,4,4,344,Premium Customer
12976,Janet James,187,8,3089.0600000000004,3,3,3,333,Premium Customer
12981,Janet Kramer,173,8,3505.69,3,3,3,333,Premium Customer
12994,Janet Perez,242,11,4539.15,3,4,4,344,Premium Customer
13000,Janet Ross,208,8,3832.01,3,3,3,333,Premium Customer
13014,Janice Curry,156,11,4081.09,3,4,4,344,Premium Customer
13020,Janice Larson,248,8,3694.85,3,3,3,333,Premium Customer
13024,Janice Mcmillan,286,8,3066.95,4,3,3,433,Premium Customer
13031,Janice Sandoval,142,8,4770.98,3,3,4,334,Premium Customer
13045,Jared Contreras,285,10,3916.37,4,4,4,444,Premium Customer
13049,Jared Espinoza,169,9,4203.5199999999995,3,4,4,344,Premium Customer
13057,Jared Gordon,216,9,3335.9,3,4,3,343,Premium Customer
13067,Jared Mullen,549,8,5042.35,4,3,4,434,Premium Customer
13076,Jared Rios,200,8,3703.38,3,3,3,333,Premium Customer
13091,Jasmin Murphy,273,8,5230.5,3,3,4,334,Premium Customer
13095,Jasmin Watson,228,9,3074.73,3,4,3,343,Premium Customer
13097,Jasmine Archer,307,11,4381.08,4,4,4,444,Premium Customer
13106,Jasmine Dawson,277,9,3558.4,3,4,3,343,Premium Customer
13108,Jasmine Diaz,407,9,4646.34,4,4,4,444,Premium Customer
13114,Jasmine Gray,273,10,3216.4199999999996,3,4,3,343,Premium Customer
13121,Jasmine Higgins,217,9,5500.33,3,4,4,344,Premium Customer
13134,Jasmine Mckinney,238,9,3189.63,3,4,3,343,Premium Customer
13142,Jasmine Rodriguez,192,9,3846.7400000000002,3,4,3,343,Premium Customer
13149,Jasmine Walton,402,9,3299.4900000000002,4,4,3,443,Premium Customer
13152,Jason Allen,204,12,4014.16,3,4,4,344,Premium Customer
13162,Jason Bell,475,8,3696.9900000000002,4,3,3,433,Premium Customer
13172,Jason Bryant,176,8,3324.45,3,3,3,333,Premium Customer
13180,Jason Casey,423,9,4291.8,4,4,4,444,Premium Customer
13195,Jason Dunn,262,10,6315.750000000001,3,4,4,344,Premium Customer
13200,Jason Espinoza,226,9,4015.52,3,4,4,344,Premium Customer
13214,Jason Gomez,362,8,3435.72,4,3,3,433,Premium Customer
13226,Jason Harrell,433,8,4767.51,4,3,4,434,Premium Customer
13234,Jason Huber,336,11,3802.53,4,4,3,443,Premium Customer
13237,Jason James,219,11,6202.4800000000005,3,4,4,344,Premium Customer
13238,Jason Jenkins,235,10,6423.239999999999,3,4,4,344,Premium Customer
13239,Jason Johnson,405,9,3968.67,4,4,4,444,Premium Customer
13246,Jason Leon,191,9,4602.97,3,4,4,344,Premium Customer
13248,Jason Little,204,8,4009.8199999999997,3,3,4,334,Premium Customer
13267,Jason Mills,359,8,4258.61,4,3,4,434,Premium Customer
13270,Jason Morgan,157,9,4211.12,3,4,4,344,Premium Customer
13277,Jason Nash,142,8,4395.530000000001,3,3,4,334,Premium Customer
13282,Jason Norman,241,10,4639.629999999999,3,4,4,344,Premium Customer
13295,Jason Peters,377,8,3279.78,4,3,3,433,Premium Customer
13298,Jason Pineda,148,11,3813.26,3,4,3,343,Premium Customer
13306,Jason Rios,221,8,4166.030000000001,3,3,4,334,Premium Customer
13312,Jason Rojas,194,10,6390.39,3,4,4,344,Premium Customer
13317,Jason Sharp,291,11,5316.75,4,4,4,444,Premium Customer
13331,Jason Turner,330,8,3562.8,4,3,3,433,Premium Customer
13332,Jason Valdez,154,8,3463.21,3,3,3,333,Premium Customer
13349,Jason Wright,151,8,5122.65,3,3,4,334,Premium Customer
13359,Javier King Jr.,180,9,4016.3200000000006,3,4,4,344,Premium Customer
13361,Jay Barr,265,8,3300.7799999999997,3,3,3,333,Premium Customer
13380,Jay Wilkerson,231,8,4163.860000000001,3,3,4,334,Premium Customer
13383,Jean Chambers,320,8,3701.29,4,3,3,433,Premium Customer
13388,Jean Haas,182,11,5859.49,3,4,4,344,Premium Customer
13389,Jean House,207,8,4570.48,3,3,4,334,Premium Customer
13402,Jeanette Gibbs,283,9,3993.33,4,4,4,444,Premium Customer
13416,Jeanne Gilbert,421,8,3837.36,4,3,3,433,Premium Customer
13417,Jeanne Lewis,249,8,3406.09,3,3,3,333,Premium Customer
13420,Jeanne Wright,206,9,4629.6900000000005,3,4,4,344,Premium Customer
13447,Jeffery Barrera,293,8,3743.37,4,3,3,433,Premium Customer
13452,Jeffery Bryant,192,8,4415.52,3,3,4,334,Premium Customer
13460,Jeffery Hudson,251,8,4965.54,3,3,4,334,Premium Customer
13462,Jeffery Huynh,152,10,3922.85,3,4,4,344,Premium Customer
13479,Jeffery Phillips,180,8,3674.3,3,3,3,333,Premium Customer
13485,Jeffery Taylor,174,10,4529.300000000001,3,4,4,344,Premium Customer
13493,Jeffrey Anderson,162,9,4873.620000000001,3,4,4,344,Premium Customer
13505,Jeffrey Blankenship,213,8,3523.62,3,3,3,333,Premium Customer
13515,Jeffrey Carr,394,8,4615.9800000000005,4,3,4,434,Premium Customer
13520,Jeffrey Clark,381,9,5068.719999999999,4,4,4,444,Premium Customer
13526,Jeffrey Crawford,202,9,4298.27,3,4,4,344,Premium Customer
13532,Jeffrey Dillon,340,11,3851.3600000000006,4,4,3,443,Premium Customer
13536,Jeffrey Evans,156,9,3482.52,3,4,3,343,Premium Customer
13537,Jeffrey Fields,272,8,3952.08,3,3,4,334,Premium Customer
13545,Jeffrey Gibson,186,11,3523.58,3,4,3,343,Premium Customer
13569,Jeffrey Keller,192,8,4751.11,3,3,4,334,Premium Customer
13571,Jeffrey Kennedy,166,11,4821.42,3,4,4,344,Premium Customer
13590,Jeffrey Mckinney,257,10,3876.25,3,4,3,343,Premium Customer
13597,Jeffrey Morton,345,8,4081.1600000000003,4,3,4,434,Premium Customer
13601,Jeffrey Olson,245,9,5081.250000000001,3,4,4,344,Premium Customer
13614,Jeffrey Robertson,176,9,5272.14,3,4,4,344,Premium Customer
13617,Jeffrey Rogers,170,8,3231.5600000000004,3,3,3,333,Premium Customer
13637,Jeffrey Thomas,145,8,3228.8999999999996,3,3,3,333,Premium Customer
13641,Jeffrey Valdez,231,10,3797.24,3,4,3,343,Premium Customer
13655,Jeffrey Williamson,154,12,5455.3099999999995,3,4,4,344,Premium Customer
13659,Jenna Berg,418,11,4662.08,4,4,4,444,Premium Customer
13661,Jenna Chavez,184,11,5385.15,3,4,4,344,Premium Customer
13671,Jenna Nelson,196,9,3224.3,3,4,3,343,Premium Customer
13676,Jenna Sampson,280,8,4473.01,4,3,4,434,Premium Customer
13679,Jenna Stone,310,9,3500.6499999999996,4,4,3,443,Premium Customer
13680,Jenna Taylor,741,8,3783.8399999999997,4,3,3,433,Premium Customer
13696,Jennifer Ball,267,9,6310.21,3,4,4,344,Premium Customer
13698,Jennifer Barber,193,11,4852.43,3,4,4,344,Premium Customer
13719,Jennifer Bruce,157,10,4731.3,3,4,4,344,Premium Customer
13721,Jennifer Burns,269,9,3042.5600000000004,3,4,3,343,Premium Customer
13726,Jennifer Campos,393,10,5178.08,4,4,4,444,Premium Customer
